NEGATIVE,Use an email client primarily for work,Help someone gain a deeper understanding of how users want to use a product
NEGATIVE,Access and view all features without logging in,Preserve user privacy and reduce friction during provider outreach
POSITIVE,Source and recruit candidates for open roles,Discover and evaluate professionals on the platform
POSITIVE,View detailed feedback and related queries for an assignment,View the assignment query
POSITIVE,Support creators and maintain a healthy creator ecosystem,Provide creator-focused tools and features that encourage creators to remain on the platform
NEGATIVE,Zoom in on a user-selected location,"When filtering by pet policy, include listings with unspecified pet policy unless the user requires pet allowance"
NEGATIVE,Receive a daily highlight of the next day's weather,Prevent location information from being stored remotely while authenticated
SYMMETRIC;,Play media in the background,Enable consuming content through audio without needing to watch visual cues
POSITIVE,Maintain traceability between code changes and planned work,Link a pull request to an issue or work item
NEGATIVE,Search for extensions,Open a specified project file for editing
NEGATIVE,Filter video content to find specific types,Access a central feed showing the latest content from subscribed creators
NEGATIVE,Mark unwanted or viewed news items as read or hidden,"Track whether each article is unread, viewed, or marked as read without being opened"
NEGATIVE,Enable local marketplace discovery and purchasing,View content and location/activity updates from followed people
NEGATIVE,Complete a commerce transaction end-to-end,Log out after completing tasks
NEGATIVE,Reject changes that do not meet established standards,Recover codebase work after device loss or corruption
POSITIVE,Provide alternative recommendations for what to listen to,Receive recommended playlists based on listening behavior and similarity to other listeners with comparable preferences
NEGATIVE,Support informed day-to-day decisions using weather information,Receive real-time weather condition updates.
NEGATIVE,Browse social content,Search messages to locate credit card numbers in text content
POSITIVE,Open a web browser to access email,Receive emails in the inbox reliably
POSITIVE,Compose and send messages effectively and safely,Schedule messages to be sent at specified times
POSITIVE,Write code within a terminal environment,Highlight code syntax while editing
POSITIVE,Maximize the number of articles that can be accessed,"Browse a unified feed of news from multiple sources, filterable by category"
NEGATIVE,Receive alerts about severe or extreme weather affecting a specified city,Decide whether to seek shelter and stay indoors based on warning information
POSITIVE,Be able to work using either of two different methods,Enable terminal-based development workflow
POSITIVE,Make payments for purchases,Link a credit or debit card to a digital payment system
NEGATIVE,Manage store context for shopping (store selection and availability correctness),Use a grocery list while shopping to add listed items to a cart.
NEGATIVE,Review all received emails,Organize and retrieve messages for follow-up and productivity
POSITIVE,Provide hour-level and multi-range weather forecasting for decision-making.,Receive a daily highlight of the next day's weather
NEGATIVE,Save web-based tutorial or programming education articles into a programming category,Read news without needing to create multiple accounts
NEGATIVE,"Maintain a unified, searchable personal reading library",Enable cross-platform access to reading materials (tablet-first)
POSITIVE,Support end-to-end software delivery pipeline (build/test/deploy/monitor),Access an interface to view system status and manage infrastructure
POSITIVE,Enable secure and compliant access to trading features,View personal information
POSITIVE,Streamline and support provider outreach from discovery to response,"Enable fast, clear communication with property owners"
NEGATIVE,Allow users to add custom test cases to a coding problem.,Get actionable feedback on solutions to improve.
NEGATIVE,Enable private searching so others cannot tell when the user is online,Log out after completing tasks
SYMMETRIC;,Connect with other people,View content and location/activity updates from followed people
NEGATIVE,Use an editor that provides color visualization for front-end work,Monitor the production environment to detect errors
NEGATIVE,Receive multiple show options to choose from based on viewing preferences,Notify the user about watchlist items that will become unavailable about one month in advance.
NEGATIVE,Support topic-based communities and Q&A discussions.,Detect and filter inauthentic content
SYMMETRIC,Receive and use coding problem identifiers to find specific problems,Select practice questions by identifier number.
NEGATIVE,Choose notification delivery channels,Maintain an up-to-date professional profile
SYMMETRIC,Reduce the time spent researching travel options before booking,Find accurate information efficiently while reducing research time
POSITIVE,Return later to complete follow-up tasks associated with messages,Tag emails or messages that require follow-up later
NEGATIVE,Evaluate the current situation to inform an approach,Develop software effectively in terminal and portable environments
NEGATIVE,Manage money transfers and payments across channels,Send a notification after each transaction
POSITIVE,Support focused reading with progress feedback,View the percentage of completion for the current chapter
NEGATIVE,Use the service without advertisements,Search the internet to find specific mixes that are unavailable in the primary music source.
POSITIVE,"Provide cross-device, reproducible personalization and setup",Install plugins via a configuration file and an install command
POSITIVE,"Decide whether to proceed with, change, or cancel a trip based on forecast conditions",Update and review forecasts closer to departure for improved accuracy
NEGATIVE,Use a grocery list while shopping to add listed items to a cart.,Manage store context and item availability to ensure valid orders
NEGATIVE,"Provide efficient, low-friction interaction for getting help","Use an advanced generative AI model for logical analysis, reasoning, and understanding tasks more frequently"
POSITIVE,Protect privacy by preventing unauthorized access to or use of personal data and conversations,Encrypt data at rest and in transit
POSITIVE,Use a conversational assistant to support learning and personal projects,Support project and product design workflows from ideation to concept visualization
SYMMETRIC;,Learn effective techniques for completing the task,Provide guidance that helps someone understand a topic without a steep learning curve
POSITIVE,Manage money transfers end-to-end,Transfer money between accounts
POSITIVE,Find news articles that match personal interests or current work,Read news about political developments that may have personal impact
SYMMETRIC,Book flights for travel,Book flights in advance to get better prices or deals
POSITIVE,Plan what to wear for a particular day based on the weather forecast,Recommend what to carry for the day based on the weather forecast
POSITIVE,Communicate with friends in real time,Request that an interviewer repeat a question
POSITIVE,Take vacation flights,Book flights for travel
POSITIVE,Watch videos recommended by others,View other users' goals
POSITIVE,Manage a watchlist to plan viewing,Prioritize the user's watchlist based on how soon items will become unavailable.
NEGATIVE,Share a post,Maintain an up-to-date professional profile
POSITIVE,Place an order for items online,Use a shopping website to find grocery items quickly without unnecessary browsing
NEGATIVE,Enter a destination,Compare travel booking websites to find the best available options
POSITIVE,Know what is happening in the local area,Learn about news and events happening in a different location
NEGATIVE,Automate and unify the build-test-deploy pipeline,Provide in-context guidance for using new tools without external documentation
SYMMETRIC,Provide content recommendations users like to reduce user churn.,Deliver personalized content and recommendations to users
POSITIVE,Monetize the platform while protecting the user experience,"Optimize the frequency, placement, and amount of advertising to minimize disruption and protect the user experience."
NEGATIVE,Support audio and on-the-go news consumption,"Browse a unified feed of news from multiple sources, filterable by category"
POSITIVE,See the available options,Browse available housing options and view their prices
SYMMETRIC,Use a grocery list while shopping to add listed items to a cart.,"Add items to a cart, including previously purchased items"
NEGATIVE,Provide more detailed information about work experience and education,Allow applicants to customize application details for specific job roles.
NEGATIVE,Determine whether travel times align with other transportation schedules,Use features without creating or setting up an account
NEGATIVE,Get help and guidance within the app,Set or change debit card spending limits
SYMMETRIC,Save videos to watch later,Browse previously saved content to choose something to watch
NEGATIVE,Transfer money to a merchant,Search chat history for images using a typed keyword
NEGATIVE,Enter comparison parameters in a single interface to determine the best overall option,"Make search results actionable by supporting selection, verification, and booking handoff"
POSITIVE,Read books and articles digitally,Support an integrated tablet reading experience with focus and progress aids
POSITIVE,Enable communication between people who prefer not to talk directly to each other,Participate in topic-based communities
NEGATIVE,"Maintain user trust via privacy, reliability, and experience stability",View a video in full-screen layout
NEGATIVE,"Conduct outreach with clarity, privacy, and low friction",Decide on a home within one week to one month
NEGATIVE,"Use reward points, miles, or vouchers to book flights",Navigate to the selected provider’s itinerary booking page
POSITIVE,Streamline the end-to-end job application workflow from discovery to submission,Consolidate all relevant information in a single location
POSITIVE,Receive school news and notifications,Receive emails in the inbox reliably
SYMMETRIC;,Retrieve weather forecasts for a travel destination in advance,Estimate expected weather conditions during the travel dates
SYMMETRIC;,Navigate to the homepage or dashboard,Access course pages
SYMMETRIC;,"Request that other users review, add, or like a playlist",Create a playlist for other users to view
SYMMETRIC,Take solo vacations,Take vacation flights
NEGATIVE,Communicate instantly with people within the university community,Stay informed about what participants are discussing and sharing in a group conversation
NEGATIVE,Limit the number of times a person is shown advertisements for the same product,Provide search and Q&A discovery and participation
NEGATIVE,Recommend shows and movies based on viewing history and genre preferences,Maintain stable content recommendations over time
SYMMETRIC,Consume information while away from a computer and multitasking,Browse news while walking a dog
POSITIVE,Manage store context to ensure item availability and correct ordering,Show which searched items are available at the selected store
NEGATIVE,Review proposed code changes to ensure they meet quality standards before merging,Enforce code quality gates before changes reach the primary branch
NEGATIVE,Limit the number of times a person is shown advertisements for the same product,Provide a secure and trustworthy platform experience
NEGATIVE,Link a pull request to an issue or work item,"Provide discovery and learning resources for code, users, and automation"
NEGATIVE,Support background and multitasking-friendly media consumption,Allow users to scroll to find and resume a previously unfinished video
POSITIVE,"Input travel search parameters such as origins, destinations, dates, traveler count, class, and preferences.",Determine the user's city based on their IP address
POSITIVE,Discuss recent global events,Discuss trending events with coworkers.
SYMMETRIC,"Review daily news updates across key topics, including finance and politics.",Stay up to date on business news
NEGATIVE,Write code every day,Access an interface to view system status and manage infrastructure
POSITIVE,Manage notifications to be timely and not overwhelming,"Receive more frequent (e.g., hourly) weather updates during extreme or unfavorable conditions."
POSITIVE,Match job roles to an individual's interests and skill set,Identify whether each job posting specifies a required skill set.
POSITIVE,Support global and inclusive access to content,Provide accessibility features for users with special needs.
POSITIVE,Display job openings that match selected personal filters and criteria,"Filter job listings by role, company, and location"
NEGATIVE,View public discussion forums,Modify code to complete coursework requirements
SYMMETRIC;,Provide easy access to group calling,Access calling features more easily
SYMMETRIC,"View itinerary details including departure and arrival times, duration, and arrival day","Show complete itinerary details, including operating carrier, segment timing, terminals, and connections, so the traveler can verify all travel information before booking."
NEGATIVE,Avoid switching back and forth between web pages,Browse news while walking a dog
NEGATIVE,Provide secure account and session management,Provide effective content discovery and navigation
NEGATIVE,Choose a video to watch from a saved list,Record conversations
POSITIVE,Compare the job’s required skills to the user’s profile skills to compute a match score.,Filter and list job postings that meet a configurable skill-match threshold.
POSITIVE,Navigate and manipulate project content efficiently,Quickly locate a specific file within a large project
POSITIVE,Provide accessible and efficient calling experiences (1:1 and group),Provide easy access to group calling
NEGATIVE,Prevent sending the wrong amount or transferring money to the wrong person,Access a spending limit feature
POSITIVE,Enable music discovery and personalization,Listen to new songs
NEGATIVE,Apply synchronized personal configuration settings on any device,View monitoring and logging information
NEGATIVE,View grades,Manage coursework and assignment lifecycle in one place
POSITIVE,Provide a social feed and community experience,Browse a home feed of posts
POSITIVE,Enable media playback tailored to user context,Watch videos in the background
POSITIVE,Discover relevant job opportunities,Search for job postings by keyword
POSITIVE,"Maintain platform trust, safety, and content quality",Enforce controls on all user uploads.
NEGATIVE,"Use reward points, miles, or vouchers to book flights",Complete required declaration forms
POSITIVE,Enable communication between people who prefer not to talk directly to each other,Send messages to other users
SYMMETRIC;,"Access content, information, and features without logging in",Allow users to access the platform without signing in
SYMMETRIC;,Enable content discovery and selection,Access a variety of content types and view desired content
POSITIVE,Prevent applying to job openings that are no longer current,Access an up-to-date list of relevant job opportunities
POSITIVE,Trade cryptocurrencies using an easy-to-use exchange interface,Convert cash from a bank account into cryptocurrency
POSITIVE,"Manage outbound communications effectively (compose, review, and safely send messages)",Send bulk messages to many recipients within a short time span
NEGATIVE,Support users in planning and decision-making using weather forecasts.,View weather forecasts across different time ranges such as weekend and monthly
NEGATIVE,Enable secure and compliant access to trading features,Monitor stock price movements in real time
NEGATIVE,Ask healthcare professionals health-related questions,Add a title to a post
NEGATIVE,Search for short-form videos effectively,Compose a message with minimal user input
POSITIVE,Search for information about a topic,Purchase an item
POSITIVE,Obtain accurate AI assistant outputs for most tasks,Detect and correct hallucinations in model-generated outputs
NEGATIVE,Provide market awareness through monitoring and summaries,View a detailed list of items with price increases or decreases
NEGATIVE,Manage video discovery and selection,Decide how much time to spend on a course based on grade information
POSITIVE,Place stock orders by selecting a stock and providing required order parameters,Set target buy or sell prices
SYMMETRIC;,Read recommended safety actions for responding to a typhoon,Check the severity and details of a typhoon alert
NEGATIVE,Guide new users through adding their credentials.,Receive updates about campus activities and events
NEGATIVE,"Provide accurate, consistent performance results for the same code over time","Support focused, personalized practice planning."
NEGATIVE,Build and maintain a professional network,Schedule a social media post for a later time to maximize impressions
NEGATIVE,Protect user privacy and reduce unwanted influence/manipulation in the news experience.,Read only headlines when time is limited
POSITIVE,Interact with an AI assistant through typed text,Improve understanding of user questions
POSITIVE,Manage post-ride tasks (payments/receipts and feedback),Tip the driver after a ride
NEGATIVE,Use contextual decision-making to avoid selecting ads based on a single mention of a topic,Provide a secure and trustworthy platform experience
POSITIVE,Search for an answer to a problem,Identify and choose the most relevant online community for a given question or topic based on a typed description or search query
POSITIVE,Organize and retrieve messages for follow-up and productivity,Return later to complete follow-up tasks associated with messages
SYMMETRIC;,Receive alerts about extreme weather conditions,Postpone events when extreme weather conditions are expected
POSITIVE,"Support accessible, usable playback experience",Adjust color settings to support colorblind viewers
NEGATIVE,Monitor travel prices over time to identify favorable deals,View aggregated travel search results in a single interface
NEGATIVE,"Deliver a fast, readable, low-distraction user experience with configurable preferences.",Allow users to check weather for specific non-city locations
NEGATIVE,Support learning and onboarding through guided education,Reduce the need to repeatedly check for information
POSITIVE,Track status of job-related items,Track saved job postings over time
POSITIVE,Play a video,Watch videos in the background
POSITIVE,"Discover, install, and manage extensions/plugins effectively",Integrate an extension into an existing system
NEGATIVE,Review transfer details to confirm they are correct before sending,Monitor and understand personal finances
NEGATIVE,Merge approved code changes into the main codebase,Automatically update an issue tracking board when a pull request is merged
NEGATIVE,"Sort available itineraries by user-selected criteria such as best overall, lowest price, or shortest travel time",Compare options to identify the lowest available prices and best-value deals.
NEGATIVE,Maintain code quality and stability in the primary codebase,Modify code to complete coursework requirements
NEGATIVE,Maintain and present a professional profile,Edit sections of a personal profile
NEGATIVE,Filter results by housing type,Filter results by move-in date
NEGATIVE,Start a shared listening session with other people,Listen to songs from curated or favorited playlists
NEGATIVE,Determine the source of the weather data.,Protect users' location privacy and data security.
POSITIVE,Support saving and later retrieval of content,Organize saved articles into user-defined categories
POSITIVE,Match job roles to an individual's interests and skill set,Filter and list job postings that meet a configurable skill-match threshold.
POSITIVE,Use a primary authoritative source to maintain accurate global lounge-access information,Check an airport lounge's operating hours for a specific airport and terminal and stopover time
SYMMETRIC;,Enable consuming content through audio without needing to watch visual cues,Play media in the background
NEGATIVE,Allow users to find a previously watched short video again,Revisit previously viewed content
NEGATIVE,Enable publishing a video before the full file upload completes,Walk through application workflows
NEGATIVE,"Search flights using flexible origin and destination areas, including nearby airports.",Remind the traveler to book when monitored flight prices become too high
NEGATIVE,Export content to an e-reader account.,Support a streamlined end-to-end reading workflow from discovery/assignment to reading on a tablet
POSITIVE,Plan and select an appropriate transportation option for the trip,Reduce the amount of walking required during a trip
SYMMETRIC,Reduce unnecessary notifications while ensuring important ticket release dates are not missed,Reduce the volume of notifications so users are not spammed and can still notice important updates
POSITIVE,Customize an editing environment to match personal preferences using add-ons and interface settings,Install plugins via a configuration file and an install command
NEGATIVE,Complete a small set of easy-to-medium practice questions for a refresher,Solve problems in an interactive coding environment with testing and submission.
POSITIVE,Monetize the platform sustainably while protecting user experience,Provide paying users early access to content.
POSITIVE,Customize a system by editing a configuration file,Enable tools to be declared in a configuration file
NEGATIVE,Scroll through a list of posts,Set notification types for job alert notifications
NEGATIVE,Indicate availability for employment opportunities,Receive responses to connection requests from people outside an existing network
POSITIVE,Apply for job openings,Identify the best candidate for a job role
SYMMETRIC;,Allow users to access the platform without signing in,"Access content, information, and features without logging in"
NEGATIVE,Support mood-based and personalized discovery,Get a new personalized music mix generated daily based on listening habits
POSITIVE,Have a human review generated content for factual accuracy,Verify the factual accuracy of generated content.
NEGATIVE,Provide context for code changes to support peer review,Review proposed code changes to ensure they meet quality standards before merging
POSITIVE,Support a unified school reading workflow on tablets,Import course content to a tablet with fewer steps
NEGATIVE,Protect the traveler from time-related itinerary mistakes,Block cookies while browsing
NEGATIVE,Support continuous background listening experiences,Listen to songs similar to a selected song
POSITIVE,"Use a terminal-first, portable development environment",Save the current workspace or session state so it can be resumed after a shutdown
POSITIVE,Access reliable real-time calling with fallbacks,Enable users to make voice calls with friends
SYMMETRIC,Customize a system by editing a configuration file,Modify configuration files and settings
NEGATIVE,"Send messages to professors via direct messaging, shared channels, or email",Retrieve a link for submitting an assignment
SYMMETRIC;,Provide command-line access to machines without a graphical user interface.,Communicate with a computer system through a command-line interface
POSITIVE,Enable users to make informed investment decisions,Analyze how different actions impact profit and loss outcomes
SYMMETRIC,Display detailed and accurate weather conditions that match real-world observations and remain consistent across sources.,Retrieve weather information for a specified location.
POSITIVE,View a list of chat conversations with contacts or groups,"Organize and manage conversations in the chat list, including pinning important chats to keep them at the top"
NEGATIVE,Prevent anyone other than the account owner from accessing the account.,Stay informed about global events and trends
NEGATIVE,Communicate with people through a platform that lacks built-in communication features,Support community participation and discovery
SYMMETRIC;,Present news items for review when arriving at a location,Access news on a flexible schedule
POSITIVE,Enable media playback tailored to user context,Stream audio and video content across platforms
POSITIVE,Provide actionable severe-weather awareness and response support.,Adjust daily plans based on the severity and details of weather warnings
POSITIVE,Provide a backup code after account creation for use in two-factor authentication.,Store backup and access information securely for future use.
NEGATIVE,Filter flight search results by departure airport within a city.,Manage airport lounge access for the trip
NEGATIVE,"Provide cross-source transparency and analysis so users can understand provenance, differences, and credibility of news coverage.",Continue to see breaking news alerts for selected topics or events even when other related content is hidden.
POSITIVE,Provide a unified personal reading library that persists over time,Save valuable documents and resources for later access
POSITIVE,Ensure privacy-preserving usage (minimize tracking and unnecessary data sharing),Protect personal privacy while using online tools
POSITIVE,Optimize search queries and results relevance for finding potential connections.,Adjust search keywords to surface more relevant people in search results
