Communicate instantly with people within the university community,Provide effective calling experiences for individuals and groups
Allow users to add custom test cases to a coding problem.,Get actionable feedback on solutions to improve.
Search for an answer to a problem,Identify and choose the most relevant online community for a given question or topic based on a typed description or search query
Avoid viewing content from undesired sources,Save web-based tutorial or programming education articles into a programming category
Protect user privacy and control communications,Prevent unsolicited job notifications
"Check for available coupons, discounts, or upgrades",Determine an airport lounge's access policy for a specific airport and terminal
"Manage outbound communications effectively (compose, review, and safely send messages)",Send bulk messages to many recipients within a short time span
Get actionable feedback on solutions to improve.,Allow users to add custom test cases to a coding problem.
Get help and guidance within the app,Set or change debit card spending limits
Manage and maintain a personal professional profile,Save updates made to a personal profile
Review all received emails,Organize and retrieve messages for follow-up and productivity
Install desired add-ons through a configuration file,Configure the behavior of automatic suggestion generation
Load a new batch of news items after items are marked read and indicate loading status,Enable efficient triage and later review of news items
Enable terminal-centric development workflow,Merge code changes into a shared branch
Check the severity and details of a typhoon alert,Decide whether to seek shelter and stay indoors based on warning information
Identify and prioritize suitable referral candidates.,Find potential connections that match target criteria such as employer or university.
Discover relevant content and communities efficiently,Filter posts by tags to find relevant content
View grades,Manage coursework and assignment lifecycle in one place
View detailed feedback and a per-section grading breakdown for a graded assignment,Identify specific areas for improvement using detailed insights
Provide a consistent and familiar user experience over time,Use a smooth and convenient user interface
Manage notification and attention levels,Mute high-traffic communication channels to reduce notifications.
Use a conversational assistant to support learning and personal projects,Support project and product design workflows from ideation to concept visualization
Manage messages,Store files and messages in online storage to reduce phone storage usage
Save videos to watch later,Browse previously saved content to choose something to watch
Enable community participation through group channels,Add specified functionality to the active text channel
Manage money transfers end-to-end,Transfer money between accounts
Provide safe and trustworthy content experiences,Enforce controls on all user uploads.
Review transfer details to confirm they are correct before sending,Monitor and understand personal finances
Purchase an item,Locate nearby places in a city where a specific item can be obtained
Personalize and optimize outreach communication to improve response rates.,Use technology to condense messages so they fit within character limits while preserving the intended meaning.
Monetize the platform sustainably while protecting the user experience,Grant paying users exclusive content access.
"Listen to audio content such as music, podcasts, streams, or audiobooks",Play media in the background
Save money for retirement,Support guided learning and financial education for users
Send questions and receive answers quickly,Attach documents to questions to provide additional context
Support saving and later retrieval of content,Discuss recent global events
Manage a personal watchlist,Remove media titles from a watch-later list
Create and manage categories for messages and notifications,Communicate with others using shared message categories
Deliver technically accurate results for most tasks,Use a preferred platform for asking coding questions
Support mood-based and personalized discovery,Get a new personalized music mix generated daily based on listening habits
Support saving and later retrieval of content,Organize saved articles into user-defined categories
Explain what to expect if a step or attempt fails.,Access and view all features without logging in
View saved articles filtered by a selected topic,Save news articles for later reading
"Attach images, videos, or other visual media to posts",Connect with past classmates and view their current activities and updates
Enforce and execute code review governance before merge,Approve proposed changes after reviewing them to ensure they meet defined standards and requirements
Indicate availability for employment opportunities,Receive responses to connection requests from people outside an existing network
See the available options,Browse available housing options and view their prices
Support efficient grocery shopping across online and in-store channels,Pick up an order at a store
Communicate with others using shared message categories,Use an email client primarily for work
Provide content recommendations users like to reduce user churn.,Deliver personalized content and recommendations to users
Reduce the time required to produce and publish professional-quality content,Publish professional-quality content without multiple rounds of review or a full marketing approval process
"Receive personalized, relevant, and timely notifications about job opportunities based on preferred domains and skills",Prevent unsolicited job notifications
Watch short videos,Watch shorter content that fits a limited attention span
Manage code,Customize indentation settings per programming language
Export content to an e-reader account.,Support a streamlined end-to-end reading workflow from discovery/assignment to reading on a tablet
Participate in timed programming contests to achieve a strong score.,Compare a solution's performance to other users' solutions
Consume media flexibly across contexts and constraints,Access entertainment content while exercising at the gym
"Access content, information, and features without logging in",Allow users to access the platform without signing in
Set aside a dedicated block of time to practice questions,"Access clearly explained solutions to coding problems with walkthroughs, examples, and algorithm details"
Match job roles to an individual's interests and skill set,Identify the best candidate for a job role
Discuss recent global events,Discuss trending events with coworkers.
Play podcasts occasionally,Search the internet to find specific mixes that are unavailable in the primary music source.
Detect potentially malicious seller accounts,"Complete a purchase transaction (order, payment, and fulfillment)"
Improve research accuracy,Adjust departure and arrival times to fit a desired time window
Protect personal privacy while using online tools,Book multi-stop flights to visit multiple cities
Know what is happening in the local area,Browse a home feed of posts
Find videos to watch,Manage video discovery and selection
Reject changes that do not meet established standards,Recover codebase work after device loss or corruption
Save an item for later without creating a new collection.,Share the user’s screen
View job recommendations,"Join an active, relevant group"
Allow users to access the platform without signing in,"Access content, information, and features without logging in"
Search for a person by name,Save updates made to a personal profile
"Generate personalized content recommendations using user listening history, preferences, and other expressed interests","Use listening data and machine learning to recommend podcasts that match user preferences, including daily mixes."
Switch to a different call,"Find songs that match a specified mood, emotion, vibe, vision, or mental state"
Scroll through a list of posts,Set notification types for job alert notifications
Enable traceability between code changes and planned work,Automatically update an issue tracking board when a pull request is merged
Enter a destination,Compare travel booking websites to find the best available options
Coordinate project work by linking code changes to planned work,Link a project board to a code repository
Support recruiting for employers by attracting and qualifying candidates,Execute marketing campaigns to increase exposure
"Provide an efficient, personalized news reading workflow",Resume viewing a list from the previous position without restarting at the top
Find and join public groups based on topics or personal interests,Join topic-based community discussion channels
Identify the most effective methods for solving practice problems.,Assess programming skill based on performance on contest problems.
Use the ride charge as a receipt for reimbursement,Complete post-trip tasks and records
Play a video,Watch videos in the background
"Deliver a fast, readable, low-distraction user experience with configurable preferences.",Allow users to check weather for specific non-city locations
Book a ride for immediate pickup with an available driver and minimal wait time,Delay requesting a ride when the price is too high
Search video content using text input,Quickly search for information on a topic
Search for information about a topic,Purchase an item
"Search for travel options across flexible criteria including multiple origins/destinations, country-based destinations, any-destination from a given origin, date ranges, specific weeks/months, and trip-duration constraints.","Search flights across all route combinations between multiple origin locations and multiple destination locations, including searches without a specific destination selected in advance."
"Input travel search parameters such as origins, destinations, dates, traveler count, class, and preferences.",Specify the number of adult travelers
Filter results by housing type,Filter results by move-in date
"Manage inbound communications effectively (triage, organize, and reduce message overload)",Delete spam or unwanted emails
Compare the job’s required skills to the user’s profile skills to compute a match score.,Filter and list job postings that meet a configurable skill-match threshold.
Engage the interviewer,Navigate and manipulate project content efficiently
Gather multiple perspectives to inform project work,Offer alternative perspectives on a project before starting
Receive emails in the inbox reliably,Generate a two- to three-sentence summary stating an email's purpose
Automatically identify a category for each message or notification,Work on tasks by their deadlines
Place an order for items online,Use a shopping website to find grocery items quickly without unnecessary browsing
Resolve technical issues independently,Improve menu navigation
Monetize the platform sustainably while protecting user experience,Provide paying users early access to content.
Enable content discovery and selection,Access a variety of content types and view desired content
Save time,Enable users to add forgotten items to an existing grocery order without visiting the physical store
View content statistics such as view counts and creation dates,Support creators in producing and publishing video content
Apply for job openings,Identify the best candidate for a job role
View job details,Retrieve the application link for a job posting after indicating interest
Use a grocery list while shopping to add listed items to a cart.,Manage store context and item availability to ensure valid orders
Access reliable real-time calling with fallbacks,Enable users to make voice calls with friends
Manage multiple files,"Switch between already-open files quickly, including via keyboard shortcuts"
Provide sufficient context to the assistant to reduce misunderstandings and rework,Attach images to questions to better illustrate them
Accelerate research workflows,Run many travel searches in parallel across combinations of criteria.
Identify alternative contact information when initial outreach receives no response,Select a neighborhood or area to search for a home or apartment in
Enable social sharing and consumption of user-generated content,Explain what an account is
Enable portable and reproducible developer environment across devices,Search for extensions
Open a weather event to view detailed information and related news,Adjust daily plans based on the severity and details of weather warnings
Browse news and information,Browse a feed of updates to get daily information
Interact with an AI assistant through typed text,Remember information from past interactions to provide context in future conversations and reduce repeated input
"Invest in relatively safer, well-known cryptocurrencies",Provide actionable market and portfolio insights
Learn effective techniques for completing the task,Provide guidance that helps someone understand a topic without a steep learning curve
Enable instant communication between team members,Access calling features more easily
Run repeated flight searches across cash and points-based rules to refine results,Compare points or miles costs across airlines to find the best award option
"Input travel search parameters such as origins, destinations, dates, traveler count, class, and preferences.",Determine the user's city based on their IP address
Filter flight search results by departure airport within a city.,Manage airport lounge access for the trip
Display property photos and enforce formatting and quality rules for them,Zoom in on a user-selected location
Provide hour-level and multi-range weather forecasting for decision-making.,Receive a daily highlight of the next day's weather
Reduce unnecessary notifications while ensuring important ticket release dates are not missed,Reduce the volume of notifications so users are not spammed and can still notice important updates
Communicate instantly with people within the university community,Access calling features more easily
Customize an editing environment to match personal preferences using add-ons and interface settings,Install plugins via a configuration file and an install command
Display a visual history showing where branches were created and merged,Visually map the change history of a version-controlled repository to provide context.
Match itinerary times to personal circumstances,Determine whether travel times align with the schedule of a person being met
Manage store context for shopping (store selection and availability correctness),Use a grocery list while shopping to add listed items to a cart.
Provide safe and policy-compliant content access and governance,Block content creators from broadcasting specified types of content
